course_code,status,canonical_title,canonical_cus,first_seen,last_seen,edition_count,span_months,college_count,colleges,title_variant_count,title_variants,first_programs,latest_programs
C399,RETIRED,"Supervised Demonstration Teaching in English, Observation 3",3,2017-01,2020-06,39,41,1,Teachers College,0,,"Master of Arts in Teaching, English Education (5-12)","Master of Arts in Teaching, English Education (Secondary)"
C400,RETIRED,"Supervised Demonstration Teaching in English, Observations 4",3,2017-01,2020-06,39,41,1,Teachers College,0,,"Master of Arts in Teaching, English Education (5-12)","Master of Arts in Teaching, English Education (Secondary)"
C401,RETIRED,"Supervised Demonstration Teaching in English, Observation 6",3,2017-01,2020-06,39,41,1,Teachers College,0,,"Master of Arts in Teaching, English Education (5-12)","Master of Arts in Teaching, English Education (Secondary)"
C405,RETIRED,Anatomy and Physiology II,4,2017-01,2022-12,69,71,1,College of Health Professions,0,,"Bachelor of Science, Nursing [BSNU] | Bachelor of Science, Nursing [BSRN] | Master of Science, Nursing - Education [MSRNNUEDGR] | Master of Science, Nursing - Leadership and Management [MSRNNULMGR]","Bachelor of Science, Nursing [BSRN]"
C408,RETIRED,Leadership and Innovation,1,2017-01,2017-01,1,0,1,College of Business,0,,"Master of Science, Integrated Healthcare Management","Master of Science, Integrated Healthcare Management"
C409,RETIRED,Innovation Project,2,2017-01,2017-01,1,0,1,College of Business,0,,"Master of Science, Integrated Healthcare Management","Master of Science, Integrated Healthcare Management"
C410,RETIRED,Collaborative Leadership Project,2,2017-01,2018-04,13,15,2,College of Business | College of Health Professions,0,,"Master of Science, Integrated Healthcare Management","Master of Science, Integrated Healthcare Management"
C411,RETIRED,Healthcare Systems and Policy,2,2017-01,2017-01,1,0,1,College of Business,0,,"Master of Science, Integrated Healthcare Management","Master of Science, Integrated Healthcare Management"
C412,RETIRED,Healthcare Systems Project,2,2017-01,2017-01,1,0,1,College of Business,0,,"Master of Science, Integrated Healthcare Management","Master of Science, Integrated Healthcare Management"
C413,RETIRED,Quality Improvement,1,2017-01,2017-01,1,0,1,College of Business,0,,"Master of Science, Integrated Healthcare Management","Master of Science, Integrated Healthcare Management"
C414,RETIRED,Healthcare Quality Project,2,2017-01,2017-01,1,0,1,College of Business,0,,"Master of Science, Integrated Healthcare Management","Master of Science, Integrated Healthcare Management"
C415,RETIRED,Healthcare Financial Management,2,2017-01,2017-01,1,0,1,College of Business,0,,"Master of Science, Integrated Healthcare Management","Master of Science, Integrated Healthcare Management"
C416,RETIRED,Healthcare Financial Management Project,2,2017-01,2017-01,1,0,1,College of Business,0,,"Master of Science, Integrated Healthcare Management","Master of Science, Integrated Healthcare Management"
C417,RETIRED,Analytical Methods of Healthcare Professionals,2,2017-01,2018-04,13,15,2,College of Business | College of Health Professions,0,,"Master of Science, Integrated Healthcare Management","Master of Science, Integrated Healthcare Management"
C418,RETIRED,Enterprise Risk Management,2,2017-01,2017-01,1,0,1,College of Business,0,,"Master of Science, Integrated Healthcare Management","Master of Science, Integrated Healthcare Management"
C419,RETIRED,Enterprise Risk Management Project,2,2017-01,2017-01,1,0,1,College of Business,0,,"Master of Science, Integrated Healthcare Management","Master of Science, Integrated Healthcare Management"
C420,RETIRED,Health Information Technology,1,2017-01,2017-01,1,0,1,College of Business,0,,"Master of Science, Integrated Healthcare Management","Master of Science, Integrated Healthcare Management"
C421,RETIRED,Health Information Technology Project,2,2017-01,2018-04,13,15,2,College of Business | College of Health Professions,0,,"Master of Science, Integrated Healthcare Management","Master of Science, Integrated Healthcare Management"
C422,RETIRED,Population Health and Care Coordination Project,2,2017-01,2017-01,1,0,1,College of Business,0,,"Master of Science, Integrated Healthcare Management","Master of Science, Integrated Healthcare Management"
C423,RETIRED,Challenges in Community Health Project,2,2017-01,2018-04,13,15,2,College of Business | College of Health Professions,0,,"Master of Science, Integrated Healthcare Management","Master of Science, Integrated Healthcare Management"
C424,RETIRED,Integrated Healthcare Project,3,2017-01,2018-04,13,15,2,College of Business | College of Health Professions,0,,"Master of Science, Integrated Healthcare Management","Master of Science, Integrated Healthcare Management"
C425,RETIRED,"Healthcare Delivery Systems, Regulation, and Compliance",3,2017-01,2024-05,86,88,2,College of Business | School of Business,0,,"Bachelor of Science, Business - Healthcare Management","Bachelor of Science, Healthcare Administration"
C426,RETIRED,Healthcare Values and Ethics,3,2017-01,2024-05,86,88,2,College of Business | School of Business,0,,"Bachelor of Science, Business - Healthcare Management","Bachelor of Science, Healthcare Administration"
C427,RETIRED,Technology Applications in Healthcare,3,2017-01,2024-05,86,88,2,College of Business | School of Business,0,,"Bachelor of Science, Business - Healthcare Management","Bachelor of Science, Healthcare Administration"
C428,RETIRED,Financial Resource Management in Healthcare,3,2017-01,2024-05,86,88,2,College of Business | School of Business,0,,"Bachelor of Science, Business - Healthcare Management","Bachelor of Science, Healthcare Administration"
C429,RETIRED,Healthcare Operations Management,3,2017-01,2024-05,86,88,2,College of Business | School of Business,0,,"Bachelor of Science, Business - Healthcare Management","Bachelor of Science, Healthcare Administration"
C430,RETIRED,Healthcare Quality Improvement and Risk Management,3,2017-01,2024-05,86,88,2,College of Business | School of Business,0,,"Bachelor of Science, Business - Healthcare Management","Bachelor of Science, Healthcare Administration"
C431,RETIRED,Healthcare Research and Statistics,3,2017-01,2024-05,86,88,2,College of Business | School of Business,0,,"Bachelor of Science, Business - Healthcare Management","Bachelor of Science, Healthcare Administration"
C432,RETIRED,Healthcare Management and Strategy,3,2017-01,2024-05,86,88,2,College of Business | School of Business,0,,"Bachelor of Science, Business - Healthcare Management","Bachelor of Science, Healthcare Administration"
C433,RETIRED,Integrated Healthcare Management Capstone Project,3,2017-01,2018-04,13,15,2,College of Business | College of Health Professions,0,,"Master of Science, Integrated Healthcare Management","Master of Science, Integrated Healthcare Management"
C439,RETIRED,Healthcare Management Capstone,4,2017-01,2024-05,86,88,2,College of Business | School of Business,0,,"Bachelor of Science, Business - Healthcare Management","Bachelor of Science, Healthcare Administration"
C451,RETIRED,Integrated Natural Science,4,2017-01,2017-12,8,11,1,College of Business,0,,"Bachelor of Science, Accounting | Bachelor of Science, Business - Healthcare Management | Bachelor of Science, Business - Human Resource Management | Bachelor of Science, Business - Information Technology Management","Bachelor of Science, Accounting"
C452,RETIRED,Integrated Natural Science Applications,4,2017-01,2018-07,16,18,1,College of Business,0,,"Bachelor of Science, Accounting | Bachelor of Science, Business - Healthcare Management | Bachelor of Science, Business - Human Resource Management | Bachelor of Science, Business - Information Technology Management","Bachelor of Science, Business Management"
C453,RETIRED,Clinical Microbiology,4,2017-01,2022-12,69,71,1,College of Health Professions,0,,"Bachelor of Science, Nursing [BSNU] | Bachelor of Science, Nursing [BSRN] | Master of Science, Nursing - Education [MSRNNUEDGR] | Master of Science, Nursing - Leadership and Management [MSRNNULMGR]","Bachelor of Science, Nursing [BSRN]"
C455,RETIRED,English Composition I,3,2017-01,2026-06,111,113,6,College of Business | College of Health Professions | College of Information Technology | School of Business | School of Education | Teachers College,0,,"Bachelor of Arts, Interdisciplinary Studies (K-8) | Bachelor of Arts, Mathematics (5-12) | Bachelor of Arts, Mathematics (5-9) | Bachelor of Arts, Science (5-12, Bio)","Bachelor of Science, Information Technology Management"
C456,RETIRED,English Composition II,3,2017-01,2026-06,111,113,6,College of Business | College of Health Professions | College of Information Technology | School of Business | School of Education | Teachers College,0,,"Bachelor of Arts, Interdisciplinary Studies (K-8) | Bachelor of Arts, Mathematics (5-12) | Bachelor of Arts, Mathematics (5-9) | Bachelor of Arts, Science (5-12, Bio)","Bachelor of Science, Information Technology Management"
C457,RETIRED,Foundations of College Mathematics,3,2017-03,2019-03,23,24,1,Teachers College,0,,"Bachelor of Arts, Interdisciplinary Studies (K-8) | Bachelor of Arts, Special Education","Bachelor of Arts, Special Education"
C458,RETIRED,"Health, Fitness and Wellness",4,2017-01,2026-06,111,113,8,College of Business | College of Health Professions | College of Information Technology | Leavitt School of Health | School of Business | School of Education | School of Technology | Teachers College,1,"Health, Fitness, and Wellness","Bachelor of Arts, Interdisciplinary Studies (K-8) | Bachelor of Arts, Special Education","Bachelor of Science in Psychology | Bachelor of Science, AI Engineering | Bachelor of Science, Accounting | Bachelor of Science, Business Management"
C459,RETIRED,Introduction to Probability and Statistics,3,2017-01,2020-01,34,36,4,College of Business | College of Health Professions | College of Information Technology | Teachers College,0,,"Bachelor of Science, Accounting | Bachelor of Science, Business - Healthcare Management | Bachelor of Science, Business - Human Resource Management | Bachelor of Science, Business - Information Technology Management","Bachelor of Science, Accounting | Bachelor of Science, Business - Healthcare Management | Bachelor of Science, Business - Human Resource Management | Bachelor of Science, Business - Information Technology Management"
C460,RETIRED,Mathematics for Elementary Educators I,3,2017-01,2020-06,39,41,1,Teachers College,0,,"Bachelor of Arts, Interdisciplinary Studies (K-8) | Bachelor of Arts, Special Education","Bachelor of Arts, Elementary Education | Bachelor of Arts, Special Education and Elementary Education (Dual Licensure) | Bachelor of Arts, Special Education, Mild to Moderate"
C461,RETIRED,Mathematics for Elementary Educators II,3,2017-01,2020-06,39,41,1,Teachers College,0,,"Bachelor of Arts, Interdisciplinary Studies (K-8) | Bachelor of Arts, Special Education","Bachelor of Arts, Elementary Education | Bachelor of Arts, Special Education and Elementary Education (Dual Licensure) | Bachelor of Arts, Special Education, Mild to Moderate"
C462,RETIRED,Mathematics for Elementary Educators III,3,2017-01,2020-06,39,41,1,Teachers College,0,,"Bachelor of Arts, Interdisciplinary Studies (K-8) | Bachelor of Arts, Special Education","Bachelor of Arts, Elementary Education | Bachelor of Arts, Special Education and Elementary Education (Dual Licensure) | Bachelor of Arts, Special Education, Mild to Moderate"
C463,RETIRED,Intermediate Algebra,3,2017-01,2020-01,34,36,4,College of Business | College of Health Professions | College of Information Technology | Teachers College,0,,"Bachelor of Arts, Interdisciplinary Studies (K-8) | Bachelor of Arts, Mathematics (5-9) | Bachelor of Arts, Science (5-12, Bio) | Bachelor of Arts, Science (5-12, Geo)","Bachelor of Science, Accounting | Bachelor of Science, Business - Healthcare Management | Bachelor of Science, Business - Human Resource Management | Bachelor of Science, Business - Information Technology Management"
C464,RETIRED,Introduction to Communication,3,2017-01,2026-06,111,113,6,College of Business | College of Health Professions | College of Information Technology | School of Business | School of Education | Teachers College,0,,"Bachelor of Arts, Interdisciplinary Studies (K-8) | Bachelor of Arts, Mathematics (5-12) | Bachelor of Arts, Mathematics (5-9) | Bachelor of Arts, Science (5-12, Bio)","Bachelor of Science, Information Technology Management"
C465,RETIRED,Care of the Developing Family,4,2017-01,2022-12,69,71,1,College of Health Professions,0,,"Bachelor of Science, Nursing [BSRN]","Bachelor of Science, Nursing [BSRN]"
C466,RETIRED,Medication Dosage Calculations,1,2017-01,2022-12,69,71,1,College of Health Professions,0,,"Bachelor of Science, Nursing [BSRN]","Bachelor of Science, Nursing [BSRN]"
C467,RETIRED,Pharmacology,2,2017-01,2022-12,69,71,1,College of Health Professions,0,,"Bachelor of Science, Nursing [BSRN]","Bachelor of Science, Nursing [BSRN]"
C468,RETIRED,Information Management and the Application of Technology,3,2017-01,2022-12,69,71,1,College of Health Professions,0,,"Bachelor of Science, Nursing [BSNU] | Bachelor of Science, Nursing [BSRN]","Bachelor of Science, Nursing [BSRN]"
C469,RETIRED,Caring Arts and Science Across the Lifespan Part I,4,2017-01,2022-12,69,71,1,College of Health Professions,0,,"Bachelor of Science, Nursing [BSRN]","Bachelor of Science, Nursing [BSRN]"
C470,RETIRED,Caring Arts and Science Across the Lifespan Part I Clinical,2,2017-01,2022-12,69,71,1,College of Health Professions,0,,"Bachelor of Science, Nursing [BSRN]","Bachelor of Science, Nursing [BSRN]"
C471,RETIRED,Caring Arts and Science Across the Lifespan Part II,4,2017-01,2022-12,69,71,1,College of Health Professions,0,,"Bachelor of Science, Nursing [BSRN]","Bachelor of Science, Nursing [BSRN]"
C472,RETIRED,Caring Arts and Science Across the Lifespan Part II Clinical,2,2017-01,2022-12,69,71,1,College of Health Professions,0,,"Bachelor of Science, Nursing [BSRN]","Bachelor of Science, Nursing [BSRN]"
C473,RETIRED,Care of Adults with Complex Illnesses,3,2017-01,2022-12,69,71,1,College of Health Professions,0,,"Bachelor of Science, Nursing [BSRN]","Bachelor of Science, Nursing [BSRN]"
C474,RETIRED,Clinical Learning for Complex Illnesses in Adults,3,2017-01,2022-12,69,71,1,College of Health Professions,0,,"Bachelor of Science, Nursing [BSRN]","Bachelor of Science, Nursing [BSRN]"
C475,RETIRED,Care of the Older Adult,3,2017-01,2022-12,69,71,1,College of Health Professions,0,,"Bachelor of Science, Nursing [BSNU] | Bachelor of Science, Nursing [BSRN] | Master of Science, Nursing - Education [MSRNNUEDGR] | Master of Science, Nursing - Leadership and Management [MSRNNULMGR]","Bachelor of Science, Nursing [BSRN]"
C476,RETIRED,Psychiatric and Mental Health Nursing,3,2017-01,2022-12,69,71,1,College of Health Professions,0,,"Bachelor of Science, Nursing [BSRN]","Bachelor of Science, Nursing [BSRN]"
